Order Number,Order Status,Order Date,Postcode (Billing),City (Shipping),State Code (Shipping),Payment Method Title,Cart Discount Amount,Shipping Method Title,Order Refund Amount,Order Total Amount,Order Total Tax Amount,total items ,Discount Amount,Discount Amount Tax
49583,Completed,6/07/2022,3429,Sunbury,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,212.46,0,2,,
49580,Completed,5/07/2022,2602,LYNEHAM,ACT,Afterpay,0,Flat rate,0,188.5,0,1,,
49572,Completed,5/07/2022,4500,Warner,QLD,Credit Card/Debit Card or PayPal,5,Flat rate,0,752.5,0,2,5,0
49567,Completed,5/07/2022,2234,Illawong,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,156.44,0,3,,
49558,Completed,5/07/2022,3186,Brighton,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,144.5,0,1,,
49553,Completed,5/07/2022,3071,Thornbury,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,598.5,0,1,,
49544,Completed,5/07/2022,2101,Elanora Heights,NSW,Afterpay,0,Flat rate,0,129.5,0,1,,
49533,Completed,5/07/2022,4680,New Auckland,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,108.5,0,1,,
49509,Completed,5/07/2022,2760,St Marys,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,42.5,0,2,,
49503,Completed,5/07/2022,4551,Caloundra West,QLD,"Zip now, pay later",0,Flat rate,0,44.48,0,1,,
49500,Completed,4/07/2022,4812,Currajong,QLD,Afterpay,0,Flat rate,0,349.5,0,2,,
49497,Completed,4/07/2022,3156,Ferntree gully,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,222.48,0,3,,
49492,Completed,4/07/2022,2300,Cooks Hill,NSW,"Zip now, pay later",0,Flat rate,0,1109.5,0,1,,
49488,Completed,4/07/2022,4075,Sherwood,QLD,Afterpay,0,Flat rate,0,106.25,0,1,,
49484,Completed,4/07/2022,3053,Carlton,VIC,Afterpay,0,Flat rate,0,79.48,0,1,,
49479,Completed,4/07/2022,2147,Kings Langely,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,79,0,1,,
49473,Completed,4/07/2022,2146,Toongabbie,NSW,Afterpay,0,Local Pick-Up Only,0,276,0,1,,
49459,Completed,4/07/2022,4815,Kelso,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,209.5,0,3,,
49458,Completed,4/07/2022,2045,Belmore,NSW,"Zip now, pay later",0,Flat rate,0,1323.48,0,1,,
49451,Completed,4/07/2022,2127,Wentworth Point,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,38.48,0,1,,
49444,Completed,4/07/2022,4352,Highfields,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,164.44,0,4,,
49437,Completed,4/07/2022,2766,Rooty Hill,NSW,humm,0,Local Pick-Up Only,0,276,0,1,,
49429,Completed,4/07/2022,2256,Woy Woy,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,48.49,0,1,,
49418,Completed,4/07/2022,3033,Keilor East,VIC,CreditCard,0,Sendle Parcel Delivery,0,24.98,0,1,,
49410,Completed,4/07/2022,6073,Mundaring,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,134.5,0,1,,
49398,Completed,4/07/2022,3040,ESSENDON,VIC,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,50.96,0,4,,
49377,Completed,3/07/2022,2533,Minnamurra,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,869.46,0,1,,
49374,Completed,3/07/2022,2171,Carnes Hill,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.5,0,1,,
49369,Completed,3/07/2022,4209,Coomera,QLD,"Zip now, pay later",0,Flat rate,0,31.5,0,1,,
49361,Completed,3/07/2022,4670,Bundaberg East,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,388.5,0,1,,
49358,Completed,3/07/2022,7303,Westbury,TAS,Afterpay,0,Flat rate,0,39.48,0,1,,
49355,Completed,2/07/2022,3023,caroline springs,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,54.5,0,1,,
49351,Completed,2/07/2022,3138,Mooroolbark,VIC,Afterpay,0,Local Pick-Up Only,0,999,0,1,,
49342,Completed,2/07/2022,2137,"CONCORD, 2137, NSW",NSW,Afterpay,0,Flat rate,0,307.4,0,7,,
49338,Completed,2/07/2022,2131,Ashfield,NSW,Afterpay,5,Local Pick-Up Only,0,34.98,0,1,5,0
49326,Completed,1/07/2022,3136,Croydon North,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,77.42,0,1,,
49300,Completed,1/07/2022,6100,Lathlain,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,208.5,0,1,,
49290,Completed,1/07/2022,2285,Edgeworth,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,92.48,0,2,,
49287,Completed,1/07/2022,3153,Bayswater North,VIC,"Zip now, pay later",0,Flat rate,0,208.48,0,2,,
49282,Completed,30/06/2022,6065,Perth,WA,Credit Card/Debit Card or PayPal,5,Flat rate,0,92.44,0,4,5,0
49275,Completed,30/06/2022,2620,Karabar,NSW,Afterpay,0,Flat rate,0,128.5,0,1,,
49269,Completed,30/06/2022,2170,Hammondville,NSW,humm,0,Local Pick-Up Only,0,479,0,1,,
49236,Completed,30/06/2022,2036,HILLSDALE,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,189.44,0,4,,
49233,Completed,30/06/2022,3046,Hadfield,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,29.48,0,1,,
49203,Completed,30/06/2022,3960,Foster,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,358.5,0,1,,
49183,Completed,30/06/2022,2148,Blacktown,NSW,Credit Card/Debit Card or PayPal,5,Local Pick-Up Only,0,126.98,0,1,5,0
49176,Completed,29/06/2022,2073,West Pymble,NSW,Afterpay,5,Flat rate,0,288.5,0,1,5,0
49173,Completed,29/06/2022,2460,South Grafton,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,45.48,0,1,,
49169,Completed,29/06/2022,4161,Alexandra Hills,QLD,Afterpay,0,Flat rate,0,172.48,0,2,,
49165,Completed,29/06/2022,2153,Baulkham Hills,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,1199,0,1,,
49161,Completed,29/06/2022,5161,REYNELLA,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.46,0,1,,
49158,Completed,29/06/2022,4122,Mount Gravatt East,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,28.5,0,1,,
49146,Completed,29/06/2022,2010,Surry Hills,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,4199,0,1,,
49134,Completed,29/06/2022,2211,Padstow Heights,NSW,Credit Card/Debit Card or PayPal,5,Flat rate,0,594.5,0,1,5,0
49117,Completed,29/06/2022,4670,Moore Park Beach,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,81.46,0,2,,
49113,Completed,29/06/2022,5032,Lockleys,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,598.5,0,1,,
49106,Completed,29/06/2022,7277,Grindelwald,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,62.3,0,5,,
49103,Completed,29/06/2022,2444,Port Macquarie,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,57.98,0,2,,
49090,Completed,29/06/2022,4078,Forest Lake,QLD,Afterpay,0,Flat rate,0,128.5,0,1,,
49082,Completed,28/06/2022,3226,OCEAN GROVE,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,37.48,0,1,,
48971,Completed,27/06/2022,6055,Caversham,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,401.94,0,7,,
48968,Completed,27/06/2022,2785,Blackheath,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.47,0,2,,
48964,Completed,27/06/2022,2795,Windradyne,NSW,"Zip now, pay later",0,Flat rate,0,334.5,0,1,,
48961,Completed,27/06/2022,4700,Allenstown,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,178.5,0,1,,
48958,Completed,27/06/2022,4209,Upper Coomera,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,104.77,0,4,,
48955,Completed,27/06/2022,2765,Marsden Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,43.48,0,1,,
48952,Completed,27/06/2022,4703,Mulambin,QLD,Credit Card/Debit Card or PayPal,5,Flat rate,0,163.5,0,1,5,0
48932,Completed,27/06/2022,2148,Blacktown,NSW,Afterpay,5,Local Pick-Up Only,0,149,0,1,5,0
48916,Completed,27/06/2022,2300,Cooks Hill,NSW,Afterpay,0,Flat rate,0,186.49,0,1,,
48908,Completed,27/06/2022,4519,Beerwah,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,71.47,0,2,,
48877,Completed,26/06/2022,3429,Sunbury,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,410.48,0,4,,
48874,Completed,26/06/2022,4301,Redbank Plains,QLD,Afterpay,0,Flat rate,0,265.4,0,11,,
48870,Completed,26/06/2022,2137,North Strathfield,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,115,0,1,,
48867,Completed,26/06/2022,3071,Thornbury,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.46,0,1,,
48863,Completed,26/06/2022,2800,Orange,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,119.5,0,1,,
48857,Completed,26/06/2022,3114,Park Orchards,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,81.48,0,1,,
48854,Completed,26/06/2022,4051,Wilston,QLD,Afterpay,0,Flat rate,0,355.46,0,1,,
48850,Pending payment,26/06/2022,4209,Gold Coast,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,91.38,0,2,,
48846,Completed,26/06/2022,3216,Wandana Heights,VIC,Afterpay,0,Flat rate,0,87.49,0,2,,
48843,Completed,25/06/2022,3020,Sunshine West,VIC,Afterpay,0,Flat rate,0,33.5,0,1,,
48833,Completed,25/06/2022,3026,Laverton North,VIC,Credit Card/Debit Card or PayPal,5,Flat rate,0,91.5,0,1,5,0
48829,Completed,25/06/2022,2145,Greystanes,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,28.98,0,1,,
48825,Completed,25/06/2022,4030,Wooloowin,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,135.46,0,3,,
48818,Completed,25/06/2022,3754,Doreen,VIC,Afterpay,0,Flat rate,0,188.5,0,2,,
48815,Completed,25/06/2022,7277,Grindelwald,TAS,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,33.6,0,3,,
48811,Completed,25/06/2022,3170,Mulgrave,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,2808.5,0,1,,
48801,Completed,24/06/2022,7277,Grindelwald,TAS,Afterpay,0,Flat rate,0,24.5,0,2,,
48769,Completed,24/06/2022,4551,Caloundra West,QLD,"Zip now, pay later",0,Flat rate,0,33.5,0,1,,
48764,Completed,24/06/2022,4551,Caloundra West,QLD,"Zip now, pay later",0,Flat rate,0,57.5,0,3,,
48761,Completed,24/06/2022,4805,BOWEN (QLD),QLD,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,159.98,0,1,,
48757,Completed,24/06/2022,2260,Terrigal,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,966.49,0,5,,
48750,Completed,24/06/2022,4209,Coomera,QLD,"Zip now, pay later",0,Flat rate,0,662.49,0,7,,
48746,Completed,23/06/2022,4805,BOWEN (QLD),QLD,Credit Card/Debit Card or PayPal,5,Flat rate,0,89.42,0,4,5,0
48729,Completed,23/06/2022,4670,Bundaberg East,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,388.5,0,1,,
48723,Completed,23/06/2022,2260,Terrigal,NSW,Credit Card/Debit Card or PayPal,5,Local Pick-Up Only,0,1044.98,0,1,5,0
48703,Completed,23/06/2022,2761,Glendenning,NSW,Credit Card/Debit Card or PayPal,5,Local Pick-Up Only,0,23,0,2,5,0
48696,Completed,23/06/2022,4556,Buderim,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,123.5,0,1,,
48693,Completed,23/06/2022,2570,Elderslie,NSW,Afterpay,0,Flat rate,0,307.3,0,7,,
48690,Completed,23/06/2022,0836,Humpty Doo,NT,Credit Card/Debit Card or PayPal,0,Flat rate,0,128.5,0,1,,
48687,Completed,22/06/2022,2350,Armidale,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,39.5,0,1,,
48683,Completed,22/06/2022,4164,THORNLANDS,QLD,Credit Card/Debit Card or PayPal,5,Flat rate,0,1774.5,0,1,5,0
48676,Completed,22/06/2022,2768,Glenwood,NSW,CreditCard,0,Sendle Parcel Delivery,0,24.98,0,1,,
48668,Completed,22/06/2022,2750,South Penrith,NSW,"Zip now, pay later",0,Flat rate,0,107.41,0,2,,
48645,Completed,22/06/2022,2766,Rooty Hill,NSW,Afterpay,0,Local Pick-Up Only,0,432.99,0,3,,
48642,Completed,22/06/2022,2032,Daceyville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,370.5,0,2,,
48638,Completed,22/06/2022,2785,Blackheath,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,272.38,0,5,,
48624,Completed,21/06/2022,0804,Parap,NT,Credit Card/Debit Card or PayPal,0,Flat rate,0,87.5,0,1,,
48619,Completed,21/06/2022,3977,Cranbourne West,VIC,Afterpay,0,Flat rate,0,315.5,0,1,,
48597,Completed,21/06/2022,2145,Westmead,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,20.97,0,1,,
48594,Completed,21/06/2022,2065,Wollstonecraft,NSW,Credit Card/Debit Card or PayPal,5,Flat rate,0,59.49,0,1,5,0
48591,Completed,21/06/2022,3103,Balwyn,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,118.5,0,1,,
48585,Completed,21/06/2022,2065,Wollstonecraft,NSW,CreditCard,0,Sendle Parcel Delivery,0,34.99,0,1,,
48578,Completed,21/06/2022,3128,Box Hill,VIC,Afterpay,0,Flat rate,0,141.5,0,3,,
48545,Completed,21/06/2022,2065,Naremburn,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,446.43,0,4,,
48538,Completed,20/06/2022,2113,Macquarie Park,NSW,CreditCard,0,Sendle Parcel Delivery,0,39.98,0,1,,
48534,Completed,20/06/2022,2848,Kandos,NSW,Afterpay,0,Flat rate,0,193.49,0,2,,
48529,Completed,20/06/2022,4815,Kelso,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,1353.5,0,3,,
48525,Completed,20/06/2022,3024,Wyndham Vale,VIC,"Zip now, pay later",0,Flat rate,0,729.48,0,2,,
48517,Completed,20/06/2022,4650,Maryborough,QLD,Afterpay,0,Flat rate,0,362.48,0,2,,
48506,Completed,20/06/2022,4555,Palmwoods,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,167.46,0,1,,
48502,Completed,20/06/2022,2095,Manly,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,1980,0,1,,
48420,Completed,20/06/2022,2906,Gordon,ACT,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.5,0,1,,
48405,Completed,19/06/2022,6155,Canning Vale,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,689.5,0,1,,
48399,Completed,19/06/2022,2567,Harrington Park,NSW,Afterpay,0,Flat rate,0,278.48,0,2,,
48395,Completed,19/06/2022,2443,Moorland,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,45.5,0,1,,
48392,Completed,19/06/2022,2145,Westmead,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,39.5,0,1,,
48389,Completed,19/06/2022,3150,Glen Waverley,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,54.5,0,1,,
48384,Completed,19/06/2022,3071,Thornbury,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,85.5,0,1,,
48378,Completed,19/06/2022,3810,Pakenham,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,763.5,0,2,,
48374,Completed,19/06/2022,4132,Marsden,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,26.49,0,1,,
48370,Completed,19/06/2022,4503,Murrumba Downs,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,39.5,0,1,,
48367,Completed,19/06/2022,2145,Greystanes,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,178.5,0,1,,
48360,Completed,18/06/2022,2750,Penrith,NSW,Afterpay,0,Flat rate,0,277.46,0,2,,
48353,Completed,18/06/2022,2230,woolooware,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,42.5,0,2,,
48347,Completed,18/06/2022,3810,Pakenham,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,107.45,0,5,,
48344,Completed,18/06/2022,2146,Toongabbie,NSW,Afterpay,5,Flat rate,0,302.48,0,4,5,0
48335,Completed,18/06/2022,3030,South Melbourne,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,599.5,0,1,,
48330,Completed,18/06/2022,4740,East Mackay,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,26.1,0,2,,
48321,Completed,17/06/2022,2640,Glenroy,NSW,Afterpay,0,Flat rate,0,61.3,0,4,,
48306,Completed,17/06/2022,7055,Huntingfield,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,117.49,0,2,,
48305,Pending payment,17/06/2022,7055,Huntingfield,TAS,PayPal / Credit Card / Debit Card,0,Flat rate,0,117.49,0,2,,
48299,Completed,17/06/2022,2570,Brownlow Hill,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,139.5,0,1,,
48286,Completed,16/06/2022,4165,Redland Bay,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,128.5,0,1,,
48282,Completed,16/06/2022,2196,Roselands,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,872,0,2,,
48275,Completed,16/06/2022,3212,Lara,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,39.44,0,1,,
48243,Completed,15/06/2022,5108,Salisbury North,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,34.47,0,2,,
48240,Completed,15/06/2022,7277,Grindelwald,TAS,Afterpay,0,Flat rate,0,313.5,0,14,,
48234,Completed,15/06/2022,4207,yarrabilba,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,171.98,0,3,,
48217,Completed,15/06/2022,6317,KATANNING,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,33.48,0,1,,
48209,Completed,15/06/2022,2439,Kendall,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,514.5,0,1,,
48204,Completed,15/06/2022,3977,Botanic Ridge,VIC,CreditCard,0,Sendle Parcel Delivery,0,48.99,0,1,,
48200,Completed,15/06/2022,2903,wanniassa,ACT,Credit Card/Debit Card or PayPal,0,Flat rate,0,84.45,0,1,,
48197,Completed,15/06/2022,2086,Frenchs Forest,NSW,Afterpay,0,Flat rate,0,93.5,0,1,,
48178,Completed,15/06/2022,2230,woolooware,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,77.1,0,6,,
48173,Completed,15/06/2022,6210,Meadow Springs,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,161.5,0,1,,
48158,Completed,14/06/2022,2770,Mount Druitt,NSW,humm,0,Local Pick-Up Only,0,50,0,2,,
48142,Completed,14/06/2022,6108,Thornlie,WA,Afterpay,0,Flat rate,0,139.44,0,2,,
48069,Completed,14/06/2022,7215,Scamander,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,428.47,0,11,,
48065,Completed,14/06/2022,2259,Watanobbi,NSW,Afterpay,0,Flat rate,0,217.49,0,2,,
48055,Completed,13/06/2022,4012,Wavell Heights,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,108.5,0,1,,
48050,Completed,13/06/2022,2452,Boambee East,NSW,humm,0,Flat rate,0,684.5,0,1,,
48046,Completed,13/06/2022,4215,Southport,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,178.5,0,1,,
48031,Completed,13/06/2022,2760,St Marys,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,220.46,0,3,,
48016,Completed,13/06/2022,2768,Glenwood,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,150,0,1,,
48000,Completed,13/06/2022,3810,Pakenham,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,269.46,0,1,,
47954,Completed,13/06/2022,3825,Newborough,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,45.47,0,1,,
47944,Completed,12/06/2022,4551,Caloundra West,QLD,Afterpay,0,Flat rate,0,128.5,0,1,,
47938,Completed,12/06/2022,2540,Sussex Inlet,NSW,Afterpay,0,Flat rate,0,109.48,0,1,,
47932,Completed,12/06/2022,2093,Balgowlah,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,308.5,0,1,,
47922,Completed,11/06/2022,4556,Buderim,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,76.47,0,2,,
47914,Completed,11/06/2022,3183,Balaclava,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,377.48,0,2,,
47906,Completed,11/06/2022,2226,Como,NSW,CreditCard,0,Sendle Parcel Delivery,0,54.98,0,1,,
47901,Completed,11/06/2022,6530,Wonthella,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,198.1,0,12,,
47898,Completed,11/06/2022,2166,Cabramatta,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,99.48,0,1,,
47894,Completed,11/06/2022,3129,Box Hill North,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,136.48,0,2,,
47890,Completed,11/06/2022,2456,Woolgoolga,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,79.48,0,1,,
47881,Completed,10/06/2022,4060,Ashgrove,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,161.5,0,1,,
47876,Completed,10/06/2022,2444,THRUMSTER,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,309.43,0,6,,
47870,Completed,10/06/2022,2560,Leumeah,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,44.48,0,1,,
47860,Completed,10/06/2022,2154,Castle Hill,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,224.49,0,3,,
47852,Completed,10/06/2022,2768,Glenwood,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,119,0,1,,
47789,Completed,10/06/2022,2762,Schofields,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,162.42,0,4,,
47767,Completed,10/06/2022,2444,Port Macquarie,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,250.4,0,5,,
47674,Completed,10/06/2022,2768,GLENWOOD,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,65.98,0,1,,
47663,Completed,9/06/2022,5044,Glengowrie,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,25.48,0,1,,
47656,Completed,9/06/2022,2765,Gables,NSW,Afterpay,0,Local Pick-Up Only,0,39.99,0,1,,
47646,Completed,9/06/2022,0812,Leanyer,NT,"Zip now, pay later",0,Flat rate,0,86.48,0,1,,
47636,Completed,9/06/2022,4700,ROCKHAMPTON CITY,QLD,humm,0,Local Pick-Up Only,0,159,0,1,,
47633,Completed,9/06/2022,2572,Thirlmere,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,174.46,0,2,,
47624,Completed,9/06/2022,4701,Norman Gardens,QLD,Afterpay,0,Flat rate,0,69.48,0,1,,
47613,Completed,9/06/2022,3029,Tarneit,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,34.48,0,1,,
47590,Completed,9/06/2022,2171,Carnes Hill,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,347.5,0,1,,
47587,Completed,9/06/2022,4020,Newport,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.49,0,1,,
47578,Completed,8/06/2022,2232,Kirrawee,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,81.5,0,1,,
47575,Completed,8/06/2022,3280,Dennington,VIC,Afterpay,0,Flat rate,0,39.48,0,1,,
47562,Completed,8/06/2022,2076,Wahroonga,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,738.5,0,1,,
47551,Completed,8/06/2022,3170,Mulgrave,VIC,"Zip now, pay later",0,Flat rate,0,129.49,0,1,,
47527,Completed,7/06/2022,4069,Pullenvale,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,49.48,0,1,,
47524,Completed,7/06/2022,2570,Elderslie,NSW,Afterpay,0,Local Pick-Up Only,0,150,0,1,,
47513,Completed,7/06/2022,2315,corlette,NSW,CreditCard,0,Sendle Parcel Delivery,0,48.99,0,1,,
47481,Completed,6/06/2022,3156,Ferntree gully,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,129.47,0,3,,
47474,Completed,6/06/2022,2304,Mayfield West,NSW,Afterpay,0,Flat rate,0,63.5,0,2,,
47469,Completed,6/06/2022,2099,Dee Why,NSW,Afterpay,0,Flat rate,0,129.5,0,1,,
47457,Completed,6/06/2022,3363,creswick,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,238.48,0,1,,
47450,Completed,6/06/2022,2750,South Penrith,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,1439.96,0,2,,
47436,Completed,6/06/2022,2155,North Kellyville,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,27.95,0,3,,
47419,Completed,6/06/2022,2540,Cambewarra,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,132.47,0,2,,
47414,Completed,6/06/2022,2871,Forbes,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,366.48,0,4,,
47405,Completed,5/06/2022,6076,Kalamunda,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,66.48,0,1,,
47399,Completed,5/06/2022,3930,Mount Eliza,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,119.5,0,1,,
47386,Completed,5/06/2022,2526,Farmborough Heights,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,132.47,0,5,,
47380,Completed,5/06/2022,2452,Boambee East,NSW,humm,0,Flat rate,0,1083.5,0,2,,
47377,Completed,5/06/2022,2176,EDENSOR PARK,NSW,Afterpay,0,Local Pick-Up Only,0,299,0,1,,
47366,Completed,5/06/2022,2760,Ropes Crossing,NSW,Afterpay,0,Local Pick-Up Only,0,879.98,0,1,,
47359,Completed,5/06/2022,2137,Breakfast Point,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,59.48,0,1,,
47354,Completed,4/06/2022,7055,Huntingfield,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,144.49,0,1,,
47351,Completed,4/06/2022,6037,Two Rocks,WA,"Zip now, pay later",0,Flat rate,0,139.48,0,1,,
47348,Completed,4/06/2022,2747,Werrington,NSW,CreditCard,0,Sendle Parcel Delivery,0,24.99,0,1,,
47345,Completed,4/06/2022,2770,Lethbridge Park,NSW,Afterpay,0,Local Pick-Up Only,0,52,0,1,,
47342,Completed,4/06/2022,3128,Boxhill,VIC,Afterpay,5,Flat rate,0,819.48,0,2,5,0
47336,Completed,4/06/2022,4069,Pullenvale,QLD,Credit Card/Debit Card or PayPal,5,Flat rate,0,354.47,0,6,5,0
47328,Completed,4/06/2022,2768,GLENWOOD,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,63.98,0,1,,
47308,Completed,3/06/2022,2577,Moss Vale,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,391.48,0,2,,
