Order Number,Order Status,Order Date,Postcode (Billing),City (Shipping),State Code (Shipping),Payment Method Title,Cart Discount Amount,Shipping Method Title,Order Refund Amount,Order Total Amount,Order Total Tax Amount,total items ,Discount Amount,Discount Amount Tax
30739,Completed,25/11/2021,3799,Warburton,VIC,CreditCard,0,Sendle Parcel Delivery,0,26.36,0,1,,
30731,Completed,25/11/2021,2298,Waratah West,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,89.97,0,1,,
30727,Completed,25/11/2021,2230,Greenhills Beach,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,36.99,0,1,,
30710,Completed,25/11/2021,3042,Niddrie,VIC,CreditCard,0,Sendle Parcel Delivery,0,24.99,0,1,,
30704,Completed,24/11/2021,2155,Kellyville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,79.97,0,1,,
30699,Completed,24/11/2021,4650,Maryborough,QLD,"Zip now, pay later",0,Flat rate,0,139.98,0,2,,
30693,Completed,24/11/2021,2038,ANNANDALE,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,243.97,0,4,,
30688,Completed,24/11/2021,3136,Croydon,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,249.99,0,1,,
30635,Completed,24/11/2021,2450,Korora,NSW,humm,0,Flat rate,0,217.97,0,2,,
30611,Completed,23/11/2021,2450,Korora,NSW,"Zip now, pay later",0,Flat rate,0,314.94,0,3,,
30606,Completed,23/11/2021,2747,KINGSWOOD,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,34.98,0,3,,
30602,Completed,23/11/2021,6168,Rockingham,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,163.99,0,1,,
30593,Completed,23/11/2021,3075,Melbourne,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,192.97,0,2,,
30590,Completed,23/11/2021,2430,Hallidays Point,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,39.97,0,1,,
30586,Completed,23/11/2021,4035,Bridgeman Downs,QLD,humm,0,Flat rate,0,598.99,0,1,,
30580,Completed,23/11/2021,2074,South Turramurra,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,749.98,0,1,,
30571,Completed,23/11/2021,5045,Glenelg North,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,54.97,0,1,,
30555,Completed,23/11/2021,2750,SOUTH PENRITH,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,36,0,1,,
30543,Completed,23/11/2021,2570,Elderslie,NSW,Afterpay,0,Flat rate,0,409.79,0,1,,
30537,Completed,23/11/2021,2066,Lane Cove,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,259.99,0,1,,
30531,Completed,22/11/2021,2154,Castle Hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,404,0,2,,
30526,Completed,22/11/2021,2904,MacArthur,ACT,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.98,0,1,,
30522,Completed,22/11/2021,2032,Daceyville,NSW,Afterpay,0,Flat rate,0,518.91,0,2,,
30510,Completed,22/11/2021,2087,FORESTVILLE,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,149.95,0,2,,
30506,Completed,22/11/2021,2905,Denman Prospect,ACT,Afterpay,0,Flat rate,0,124.99,0,1,,
30499,Completed,18/11/2021,3059,Gladstone Park,VIC,CreditCard,0,Sendle Parcel Delivery,0,56,0,2,,
30430,Completed,21/11/2021,3026,Laverton North,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,259.99,0,1,,
30423,Completed,21/11/2021,3026,Laverton North,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,1405.99,0,1,,
30405,Completed,21/11/2021,2212,Revesby,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,64.99,0,1,,
30386,Completed,21/11/2021,2750,SOUTH PENRITH,NSW,"Zip now, pay later",0,Flat rate,0,1330.49,0,5,,
30363,Completed,21/11/2021,4680,New Auckland,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,757.99,0,3,,
30288,Completed,20/11/2021,2450,Korora,NSW,humm,0,Flat rate,0,317.97,0,3,,
30282,Completed,20/11/2021,2450,Korora,NSW,"Zip now, pay later",0,Flat rate,0,1109.99,0,2,,
30262,Completed,20/11/2021,4350,Newtown,QLD,humm,0,Flat rate,0,99.99,0,1,,
30231,Completed,20/11/2021,4556,Buderim,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,123.99,0,1,,
30156,Completed,19/11/2021,2131,Ashfield,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,28.99,0,1,,
30141,Completed,19/11/2021,2155,Kellyville Ridge,NSW,"Zip now, pay later",0,Local Pick-Up Only,0,196.68,0,2,,
30117,Completed,19/11/2021,2769,The Ponds,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,358.99,0,1,,
30060,Completed,19/11/2021,2032,Daceyville,NSW,Afterpay,0,Flat rate,0,476.76,0,4,,
30040,Completed,18/11/2021,5006,North Adelaide,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,57.97,0,1,,
30033,Completed,18/11/2021,4810,Castle Hill,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,150.39,0,4,,
30028,Completed,18/11/2021,5290,Mount Gambier,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,48.97,0,1,,
30008,Completed,18/11/2021,7018,Tranmere,TAS,Afterpay,0,Flat rate,0,163.99,0,1,,
29995,Completed,18/11/2021,2800,Orange,NSW,CreditCard,0,Sendle Parcel Delivery,0,140,0,1,,
29947,Completed,18/11/2021,2251,Saratoga,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,59.99,0,1,,
29940,Completed,17/11/2021,3130,Blackburn North,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,60.99,0,1,,
29936,Completed,17/11/2021,4032,Thornlands,QLD,Afterpay,0,Flat rate,0,177.85,0,1,,
29933,Completed,17/11/2021,2768,Stanhope Gardens,NSW,CreditCard,0,Sendle Parcel Delivery,0,37.99,0,1,,
29921,Completed,17/11/2021,2148,Blacktown,NSW,Afterpay,0,Local Pick-Up Only,0,65.92,0,3,,
29912,Completed,17/11/2021,2540,ST GEORGES BASIN,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,508.99,0,1,,
29908,Completed,17/11/2021,2224,Sylvania,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,978.97,0,4,,
29896,Completed,17/11/2021,2120,pennant hills,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,468.99,0,1,,
29884,Completed,17/11/2021,4006,Newstead,QLD,humm,0,Flat rate,0,117.99,0,2,,
29881,Completed,17/11/2021,2250,Erina,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,104.96,0,3,,
29859,Completed,16/11/2021,6050,Mount Lawley,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,648.99,0,1,,
29852,Completed,15/11/2021,6064,Marangaroo,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,639.97,0,1,,
29844,Completed,15/11/2021,4034,Zillmere,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,95.92,0,4,,
29835,Completed,15/11/2021,3977,Cranbourne West,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,310.99,0,2,,
29831,Completed,15/11/2021,4160,Wellington Point,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,33.93,0,1,,
29819,Completed,15/11/2021,2570,Elderslie,NSW,Afterpay,0,Local Pick-Up Only,0,400,0,1,,
29809,Completed,15/11/2021,4680,Clinton,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,89.97,0,1,,
29803,Completed,15/11/2021,4152,Camp Hill,QLD,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,15,0,1,,
29799,Completed,15/11/2021,2763,Quakers Hill,NSW,humm,0,Local Pick-Up Only,0,677,0,2,,
29792,Completed,14/11/2021,3217,Armstrong Creek,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,34.97,0,2,,
29786,Completed,14/11/2021,2570,Elderslie,NSW,Afterpay,0,Local Pick-Up Only,0,21.99,0,1,,
29779,Completed,14/11/2021,2570,Elderslie,NSW,Afterpay,0,Local Pick-Up Only,0,1896,0,6,,
29768,Completed,12/11/2021,2259,Hamlyn Terrace,NSW,CreditCard,0,Sendle Parcel Delivery,0,43,0,1,,
29748,Completed,14/11/2021,2173,Wattle Grove,NSW,Afterpay,0,Flat rate,0,214.95,0,2,,
29744,Completed,14/11/2021,3026,Derrimut,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,97.99,0,3,,
29673,Completed,13/11/2021,2340,Calala,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.97,0,1,,
29648,Completed,13/11/2021,2450,Korora,NSW,humm,0,Flat rate,0,1962.95,0,6,,
29635,Completed,13/11/2021,2756,Bligh Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,648.99,0,1,,
29624,Completed,13/11/2021,2761,PLUMPTON,NSW,Afterpay,0,Local Pick-Up Only,0,64.98,0,2,,
29619,Completed,13/11/2021,2612,Turner,ACT,Credit Card/Debit Card or PayPal,0,Flat rate,0,64.99,0,1,,
29592,Completed,13/11/2021,2565,Ingleburn,NSW,humm,0,Flat rate,0,244.98,0,2,,
29547,Completed,12/11/2021,2763,Quakers Hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,199,0,1,,
29522,Completed,12/11/2021,2445,Lake Cathie,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,48.98,0,1,,
29512,Completed,12/11/2021,4152,Camp Hill,QLD,Afterpay,0,Flat rate,0,209.97,0,2,,
29485,Completed,11/11/2021,3338,Brookfield,VIC,CreditCard,0,Sendle Parcel Delivery,0,100,0,1,,
29413,Completed,11/11/2021,2565,Denham Court,NSW,Afterpay,0,Local Pick-Up Only,0,67.52,0,5,,
29394,Completed,11/11/2021,5608,WHYALLA NORRIE,SA,humm,0,Flat rate,0,104.99,0,2,,
29389,Completed,11/11/2021,2540,Cambewarra,NSW,Afterpay,0,Flat rate,0,129.98,0,1,,
29382,Completed,11/11/2021,2155,Kellyville,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,79.98,0,1,,
29376,Completed,11/11/2021,2572,Thirlmere,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,139.99,0,1,,
29361,Completed,11/11/2021,2914,Bonner,ACT,Afterpay,0,Local Pick-Up Only,0,4,0,1,,
29352,Completed,11/11/2021,3186,Brighton,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,772.99,0,3,,
29349,Completed,11/11/2021,2223,Oatley,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,99,0,1,,
29341,Completed,11/11/2021,2225,Oyster Bay,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,169.97,0,1,,
29333,Completed,11/11/2021,3145,Malvern East,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,128.99,0,1,,
29324,Completed,10/11/2021,2032,Daceyville,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,100,0,1,,
29321,Completed,10/11/2021,2032,Daceyville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,313.17,0,6,,
29317,Completed,10/11/2021,2015,Alexandria,NSW,Afterpay,0,Local Pick-Up Only,0,1250,0,1,,
29314,Completed,10/11/2021,2760,Colyton,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,23.97,0,1,,
29301,Completed,10/11/2021,3044,Sydenham,VIC,Afterpay,0,Flat rate,0,283.99,0,3,,
29296,Completed,10/11/2021,2765,Riverstone,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,151.96,0,1,,
29285,Completed,10/11/2021,2765,Marsden Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,34.98,0,1,,
29276,Completed,9/11/2021,3219,St Albans Park,VIC,CreditCard,0,Sendle Parcel Delivery,0,37.99,0,1,,
29273,Completed,9/11/2021,2096,Freshwater,NSW,"Zip now, pay later",0,Flat rate,0,358.99,0,1,,
29264,Completed,9/11/2021,2155,Kellyville Ridge,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,1349,0,1,,
29251,Completed,9/11/2021,2032,Daceyville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,501.99,0,9,,
29247,Completed,9/11/2021,2800,Orange,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,244.99,0,2,,
29244,Completed,9/11/2021,4017,BRACKEN RIDGE,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,26.59,0,2,,
29241,Completed,8/11/2021,2107,Bilgola Plateau,NSW,"Zip now, pay later",0,Flat rate,0,456.95,0,3,,
29230,Completed,8/11/2021,2850,Cooks Gap,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,339.95,0,3,,
29218,Completed,8/11/2021,4870,Earlville,QLD,Afterpay,0,Flat rate,0,448.99,0,1,,
29212,Completed,7/11/2021,2914,Bonner,ACT,Afterpay,0,Local Pick-Up Only,0,18,0,1,,
29208,Completed,7/11/2021,2914,Bonner,ACT,humm,0,Flat rate,0,297.96,0,5,,
29192,Completed,6/11/2021,4213,Worongary,QLD,humm,0,Flat rate,0,798.99,0,1,,
29189,Completed,6/11/2021,2760,Ropes Crossing,NSW,Afterpay,0,Local Pick-Up Only,0,1272.99,0,2,,
29184,Completed,6/11/2021,2133,Croydon Park,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,273.93,0,6,,
29170,Completed,5/11/2021,2500,"Mount Keira Road/ Mount Keira, Wollongong",NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,94.97,0,1,,
29163,Completed,5/11/2021,2155,Kellyville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,41.19,0,4,,
29160,Completed,5/11/2021,4503,Brisbane,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,89.97,0,1,,
29155,Completed,4/11/2021,3219,St Albans Park,VIC,CreditCard,0,Sendle Parcel Delivery,0,49.98,0,2,,
29151,Completed,4/11/2021,2765,Vineyard,NSW,Afterpay,0,Local Pick-Up Only,0,199.93,0,3,,
29148,Completed,4/11/2021,3134,Ringwood,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,37.95,0,1,,
29138,Completed,4/11/2021,2032,Daceyville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,224.29,0,3,,
29132,Completed,3/11/2021,3754,Doreen,VIC,CreditCard,0,Sendle Parcel Delivery,0,96.69,0,1,,
29101,Completed,3/11/2021,2762,SCHOFIELDS,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,2884.86,0,6,,
29097,Completed,2/11/2021,2763,Quakers Hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,219.98,0,2,,
29027,Completed,2/11/2021,2217,Kogarah,NSW,Afterpay,0,Local Pick-Up Only,0,445,0,1,,
28918,Completed,1/11/2021,4017,BRACKEN RIDGE,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,104.89,0,5,,
28914,Completed,1/11/2021,2222,PENSHURST,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,253.98,0,3,,
28908,Completed,1/11/2021,3754,Doreen,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.97,0,1,,
28905,Completed,1/11/2021,2617,Bruce,ACT,Afterpay,0,Flat rate,0,161.99,0,1,,
28897,Completed,1/11/2021,2500,Wollongong,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,89.97,0,1,,
28876,Completed,1/11/2021,2850,COOKS GAP,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,141.97,0,1,,
28867,Completed,31/10/2021,2317,Salamander Bay,NSW,"Zip now, pay later",0,Flat rate,0,384.98,0,2,,
28861,Completed,31/10/2021,2450,Coffs Harbour,NSW,humm,0,Flat rate,0,188.97,0,2,,
28857,Completed,31/10/2021,2754,North Richmond,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,98.99,0,1,,
28842,Completed,30/10/2021,3219,St Albans Park,VIC,CreditCard,0,Sendle Parcel Delivery,0,114,0,2,,
28837,Completed,30/10/2021,4212,Helensvale,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,161.99,0,1,,
28830,Completed,30/10/2021,6018,Gwelup,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,59.99,0,1,,
28827,Completed,30/10/2021,2464,yamba,NSW,CreditCard,0,Sendle Parcel Delivery,0,39.96,0,1,,
28822,Completed,30/10/2021,2285,Glendale,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,2808.99,0,1,,
28817,Completed,30/10/2021,4350,Newtown,QLD,humm,0,Flat rate,0,718.99,0,2,,
28813,Completed,30/10/2021,2226,Como,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.99,0,1,,
28794,Completed,29/10/2021,2095,Manly,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,139.96,0,4,,
28788,Completed,28/10/2021,3111,DONVALE,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,535.83,0,11,,
28777,Completed,27/10/2021,2620,Queanbeyan East,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,159.79,0,1,,
28619,Completed,27/10/2021,6027,Heathridge,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,186.99,0,3,,
28611,Completed,27/10/2021,4868,Mount Sheridan,QLD,CreditCard,0,Sendle Parcel Delivery,0,29.99,0,1,,
28605,Completed,26/10/2021,3805,Narre Warren,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,1052.99,0,3,,
28601,Completed,26/10/2021,2067,CHATSWOOD,NSW,Afterpay,0,Flat rate,0,273.99,0,2,,
28597,Completed,26/10/2021,2603,Griffith,ACT,Credit Card/Debit Card or PayPal,0,Flat rate,0,123.99,0,1,,
28579,Completed,26/10/2021,3171,Springvale,VIC,Afterpay,0,Flat rate,0,508.99,0,1,,
28576,Completed,25/10/2021,2176,Bossley Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,60.99,0,1,,
28557,Completed,25/10/2021,2749,Cranebrook,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,35.96,0,1,,
28552,Completed,25/10/2021,2190,Greenacre,NSW,Afterpay,0,Local Pick-Up Only,0,74.99,0,2,,
28549,Completed,25/10/2021,3064,Melbourne,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,61.99,0,1,,
28542,Completed,25/10/2021,2032,Daceyville,NSW,Afterpay,0,Flat rate,0,570.39,0,13,,
28537,Completed,25/10/2021,3219,St Albans Park,VIC,CreditCard,0,Sendle Parcel Delivery,0,57,0,2,,
28529,Completed,25/10/2021,2747,Cambridge Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,249.97,0,1,,
28520,Completed,25/10/2021,2190,Greenacre,NSW,Afterpay,0,Local Pick-Up Only,0,172.98,0,3,,
28505,Completed,24/10/2021,4017,BRACKEN RIDGE,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,113.99,0,2,,
28499,Completed,24/10/2021,3178,Rowville,VIC,Afterpay,0,Flat rate,0,99.93,0,3,,
28496,Completed,24/10/2021,2097,Wheeler Heights,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.98,0,1,,
28493,Completed,24/10/2021,6442,Kambalda East,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,28.99,0,1,,
28487,Completed,24/10/2021,2174,edmondson park,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,549,0,1,,
28481,Completed,23/10/2021,2914,Bonner,ACT,Afterpay,0,Flat rate,0,388.99,0,1,,
28368,Completed,22/10/2021,3173,Keysborough,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,154.99,0,2,,
28361,Completed,22/10/2021,3030,Point Cook,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,368.99,0,1,,
28346,Completed,22/10/2021,3073,Reservoir,VIC,humm,0,Flat rate,0,67.96,0,4,,
28307,Completed,22/10/2021,3015,Spotswood,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,259.99,0,1,,
28304,Completed,21/10/2021,3810,Pakenham,VIC,CreditCard,0,Sendle Parcel Delivery,0,39.99,0,1,,
28298,Completed,21/10/2021,2194,Campsie,NSW,Afterpay,0,Local Pick-Up Only,0,365,0,1,,
28285,Completed,21/10/2021,2172,Pleasure Point,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,229.99,0,1,,
28281,Completed,21/10/2021,2148,Blacktown,NSW,Afterpay,0,Local Pick-Up Only,0,24.66,0,2,,
28277,Completed,21/10/2021,2011,Potts Point,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,636.99,0,2,,
28227,Completed,20/10/2021,2914,Bonner,ACT,Afterpay,0,Flat rate,0,54.99,0,1,,
28224,Completed,20/10/2021,2147,Lalor Park,NSW,Afterpay,0,Local Pick-Up Only,0,99,0,1,,
28220,Completed,20/10/2021,2440,Belmore River,NSW,Afterpay,0,Flat rate,0,379.94,0,6,,
28214,Completed,20/10/2021,2032,Daceyville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,169.97,0,1,,
28202,Completed,20/10/2021,4209,Pimpama,QLD,CreditCard,0,Sendle Parcel Delivery,0,57,0,2,,
28197,Completed,20/10/2021,2285,Cardiff,NSW,Afterpay,0,Flat rate,0,59.98,0,1,,
28193,Completed,20/10/2021,2765,Box Hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,1290.99,0,1,,
28145,Completed,19/10/2021,2557,Harrington Park,NSW,Afterpay,0,Flat rate,0,496.96,0,3,,
28142,Completed,19/10/2021,3138,MOOROOLBARK,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,89.97,0,1,,
28127,Completed,19/10/2021,2155,Kellyville,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,690,0,1,,
28119,Completed,19/10/2021,4879,Trinity Park,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,108.99,0,1,,
28075,Completed,19/10/2021,6023,Duncraig,WA,Afterpay,0,Flat rate,0,96.97,0,2,,
28070,Completed,18/10/2021,2750,Penrith,NSW,CreditCard,0,Sendle Parcel Delivery,0,24.99,0,1,,
28067,Completed,18/10/2021,2154,Castle hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,99.96,0,1,,
28063,Completed,18/10/2021,2768,PARKLEA,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,88,0,2,,
28056,Completed,18/10/2021,2765,BOX HILL,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,119.99,0,1,,
28053,Completed,18/10/2021,2076,Wahroonga,NSW,CreditCard,0,Sendle Parcel Delivery,0,19.99,0,1,,
28050,Completed,18/10/2021,2074,North Wahroonga,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,419.97,0,2,,
28038,Completed,18/10/2021,3057,Brunswick East,VIC,Afterpay,0,Flat rate,0,109.95,0,1,,
28031,Completed,18/10/2021,2541,North Nowra,NSW,Afterpay,0,Flat rate,0,323.99,0,1,,
