Name,Categories,Brand,Order Number,Order Status,Order Date,City (Shipping),State Code (Shipping),Postcode (Shipping),Payment Method Title,Cart Discount Amount,Order Subtotal Amount,Shipping Method Title,Order Shipping Amount,Order Total Amount,Item #,Quantity (- Refund),Item Cost
Grey DIN True Union Ball Valve - 40mm,,Sanking Plumbing,15463,Completed,26/04/2021 11:46,Truganina,VIC,3029,PayPal,0,101.5,Flat rate,9.99,111.49,3,1,60
Grey DIN Tank Fitting (Bulkhead) - 40mm,,Sanking Plumbing,15463,Completed,26/04/2021 11:46,Truganina,VIC,3029,PayPal,0,101.5,Flat rate,9.99,111.49,1,1,30
Grey DIN UPVC Pipe Per Metre - 40mm,,Sanking Plumbing,15463,Completed,26/04/2021 11:46,Truganina,VIC,3029,PayPal,0,101.5,Flat rate,9.99,111.49,2,1,11.5
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,15464,Completed,26/04/2021 13:16,Bellbird,NSW,2325,"Zip now, pay later",0,204.94,Flat rate,9.99,214.93,2,1,79.98
SeaTorch Filter Bag Holders - LJ-200,,SeaTorch,15464,Completed,26/04/2021 13:16,Bellbird,NSW,2325,"Zip now, pay later",0,204.94,Flat rate,9.99,214.93,1,1,89
Seatorch Honey Comb Filter Sock,"Filter Media > Filter Socks, Accessories > Filter Socks",SeaTorch,15464,Completed,26/04/2021 13:16,Bellbird,NSW,2325,"Zip now, pay later",0,204.94,Flat rate,9.99,214.93,3,2,17.98
Red Sea Reefer 225 Micron Thin Mesh Filter Bag 100x260mm,"Filter Media > Filter Socks, Accessories > Filter Socks",Red Sea,15465,Completed,26/04/2021 16:40,CAMPBELLTOWN,NSW,2560,PayPal,0,40.98,Flat rate,9.99,50.97,2,2,19
Worm Feeder Cone,Accessories,Aqua One,15465,Completed,26/04/2021 16:40,CAMPBELLTOWN,NSW,2560,PayPal,0,40.98,Flat rate,9.99,50.97,1,1,2.98
Pokpo Genesis Overflow Dual Kit,Plumbing > DIN/Metric Plumbing,Pokpo,15466,Completed,26/04/2021 23:01,DEVONPORT,TAS,7310,PayPal,0,99.99,Flat rate,9.99,109.98,1,1,99.99
Red Sea Aquarium Net Cover 90cm x 60cm,"Accessories > Mesh Covers, Net Cover",Red Sea,15468,Completed,27/04/2021 14:20,South Yarra,VIC,3141,PayPal,0,124,Flat rate,9.99,133.99,1,1,84
"Quantum Reef Essential 1000ml Aragonite A - Calcium, Strontium, Barium",Chemicals > Marine Supplements,Quantum,15469,Completed,27/04/2021 17:23,Castle Hill,NSW,2154,PayPal,0,138.96,Flat rate,9.99,148.95,2,1,39.99
"Quantum Reef Essential 1000ml Aragonite B - Carbonate, Hydrogen Carbonate, Buffer",Chemicals > Marine Supplements,Quantum,15469,Completed,27/04/2021 17:23,Castle Hill,NSW,2154,PayPal,0,138.96,Flat rate,9.99,148.95,1,2,39.99
New Life Spectrum Marine Fish Regular Sinking 1.0-1.5mm 150g,Fish Food > Marine,New Life Spectrum,15469,Completed,27/04/2021 17:23,Castle Hill,NSW,2154,PayPal,0,138.96,Flat rate,9.99,148.95,3,1,18.99
AF Marine Mix S 120g,Fish Food > Marine,Aquaforest,15470,Completed,28/04/2021 6:00,Liverpool,NSW,2170,humm,0,415.92,Flat rate,9.99,425.91,5,2,28.99
Aqua One Maxi 103F Internal Filter,Filters > Internal Filters,Aqua One,15470,Completed,28/04/2021 6:00,Liverpool,NSW,2170,humm,0,415.92,Flat rate,9.99,425.91,2,1,39
AQUABELLA MANTIS BIO FILTER RACKS FOR 4 BLOCKS - White,,Mantis,15470,Completed,28/04/2021 6:00,Liverpool,NSW,2170,humm,0,415.92,Flat rate,9.99,425.91,7,1,54
Aqua One AquaFill Automatic Top Up Unit For Sump Systems,Automatic Top Up Systems,Aqua One,15470,Completed,28/04/2021 6:00,Liverpool,NSW,2170,humm,0,415.92,Flat rate,9.99,425.91,4,1,99.99
Aqua One Filter Sock Replacement 1pk,"Filter Media > Filter Socks, Accessories > Filter Socks",Aqua One,15470,Completed,28/04/2021 6:00,Liverpool,NSW,2170,humm,0,415.92,Flat rate,9.99,425.91,3,1,12.98
Reef Essential High Range HR Nitrate Remover 500ml,Chemicals > Marine Supplements,Quantum,15506,Completed,28/04/2021 21:44,Minto,NSW,2566,humm,0,128.98,Flat rate,9.99,138.97,3,1,24.99
AQUABELLA MANTIS BIO FILTER RACKS FOR 2 BLOCKS - Red rectangle,,Mantis,15506,Completed,28/04/2021 21:44,Minto,NSW,2566,humm,0,128.98,Flat rate,9.99,138.97,1,1,38
SICCE Voyager NANO 1000,Wavemakers,Sicce,15558,Completed,29/04/2021 22:12,Guildford,NSW,2161,PayPal,0,175.84,Flat rate,9.99,185.83,1,1,59.98
Quantum Water Primer 1000ml,"Chemicals > Freshwater Supplements, Chemicals > Marine Supplements",Quantum,15558,Completed,29/04/2021 22:12,Guildford,NSW,2161,PayPal,0,175.84,Flat rate,9.99,185.83,3,1,42.98
CUBE Series - CUBE 20,,Waterbox,15568,Completed,1/05/2021 16:29,Haymarket,NSW,2000,PayPal,0,339,Local Pick-Up Only,0,339,1,1,339
API Saltwater Master Kit,Test Kits,API,15569,Completed,1/05/2021 22:12,Burdell,QLD,4818,PayPal,0,588.95,Flat rate,9.99,598.94,2,1,59.99
SICCE Voyager Syncra SILENT 3.0,Return Pumps,Sicce,15569,Completed,1/05/2021 22:12,Burdell,QLD,4818,PayPal,0,588.95,Flat rate,9.99,598.94,3,1,150
SeaTorch Filter Bag Holders - LJ-300,,SeaTorch,15570,Completed,2/05/2021 6:49,Morisset Park,NSW,2264,PayPal,0,162.94,Flat rate,9.99,172.93,1,1,109
Seatorch Honey Comb Filter Sock,"Filter Media > Filter Socks, Accessories > Filter Socks",SeaTorch,15570,Completed,2/05/2021 6:49,Morisset Park,NSW,2264,PayPal,0,162.94,Flat rate,9.99,172.93,2,3,17.98
API Calcium Test Kit,Test Kits,API,15571,Completed,2/05/2021 13:59,Stanhope Gardens,NSW,2768,PayPal,0,34.98,Flat rate,9.99,44.97,2,1,21.99
Grey DIN UPVC Coupling - 40mm,,Sanking Plumbing,15574,Completed,2/05/2021 19:06,Stanhope gardens,NSW,2768,PayPal,0,20,Flat rate,9.99,29.99,1,2,10
SeaTorch Filter Bag Holders - LJ-200,,SeaTorch,15576,Completed,2/05/2021 20:11,Tingalpa,QLD,4154,PayPal,0,89,Flat rate,9.99,98.99,1,1,89
Grey DIN UPVC Pipe Per Metre - 20mm,,Sanking Plumbing,15672,Completed,3/05/2021 21:00,Webberton,WA,6530,PayPal,0,69.25,Flat rate,9.99,79.24,1,1,5.75
Grey DIN 90 Degree Elbow - 20mm,,Sanking Plumbing,15672,Completed,3/05/2021 21:00,Webberton,WA,6530,PayPal,0,69.25,Flat rate,9.99,79.24,4,3,3
Grey DIN Cap - 20mm,,Sanking Plumbing,15672,Completed,3/05/2021 21:00,Webberton,WA,6530,PayPal,0,69.25,Flat rate,9.99,79.24,5,4,1.5
Grey DIN Tee - 20mm,,Sanking Plumbing,15672,Completed,3/05/2021 21:00,Webberton,WA,6530,PayPal,0,69.25,Flat rate,9.99,79.24,6,1,2.5
Grey DIN UPVC Coupling - 20mm,,Sanking Plumbing,15672,Completed,3/05/2021 21:00,Webberton,WA,6530,PayPal,0,69.25,Flat rate,9.99,79.24,2,4,3
Seatorch Honey Comb Filter Sock,"Filter Media > Filter Socks, Accessories > Filter Socks",SeaTorch,15673,Completed,4/05/2021 6:34,Avondale,QLD,4670,PayPal,0,53.94,Flat rate,9.99,63.93,1,3,17.98
EcoTech Marine RMS Slide XR15,Lighting > Stands / Mounts / Hanging Kits / Cables,Ecotech Marine,15678,Completed,5/05/2021 10:54,Tucabia,NSW,2462,Afterpay,0,854.95,Flat rate,9.99,864.94,2,1,39.98
Ecotech Radion BLUE XR15 Gen 5,Lighting > Marine Lighting,Ecotech Marine,15678,Completed,5/05/2021 10:54,Tucabia,NSW,2462,Afterpay,0,854.95,Flat rate,9.99,864.94,1,1,684.99
API Marine Algaefix 473ml,Chemicals > Marine Supplements,API,15679,Completed,5/05/2021 13:07,Cranbourne South,VIC,3977,PayPal,0,349.9,Flat rate,9.99,359.89,1,10,34.99
Smart Stir Auto Aqua,"Automatic Top Up Systems, New Arrivals",AutoAqua,15680,Completed,5/05/2021 23:42,Enfield,NSW,2136,PayPal,0,60,Local Pick-Up Only,0,60,1,1,60
Reef Anabolics Reef Booster 500ml - Coral Growth,Chemicals > Marine Supplements,,15750,Completed,9/05/2021 14:26,Mount louisa,QLD,4814,humm,0,241.89,Flat rate,9.99,251.88,5,1,39.99
ReefSys 255 Marine Aquarium - Black,,Aqua One,15751,Completed,9/05/2021 16:16,Muswellbrook,NSW,2333,humm,0,1049,Local Pick-Up Only,0,1049,1,1,1049
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,15752,Completed,9/05/2021 17:24,Eagleby,QLD,4207,PayPal,0,99.98,Flat rate,9.99,109.97,1,1,99.98
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,15754,Completed,10/05/2021 11:29,Calala,NSW,2340,PayPal,0,121.98,Flat rate,9.99,131.97,1,1,99.98
API Copper Test Kit Liquid,Test Kits,API,15754,Completed,10/05/2021 11:29,Calala,NSW,2340,PayPal,0,121.98,Flat rate,9.99,131.97,2,1,22
Reef Essential ICP-OES Signature Series,Test Kits,Quantum,15759,Completed,10/05/2021 14:06,Trafalgar,VIC,3824,Afterpay,0,224.94,Flat rate,9.99,234.93,4,3,49.99
"Quantum Reef Essential 500ml Bio-Gen - Intensify White, Blue and Violet Coral Colour",Chemicals > Marine Supplements,Quantum,15759,Completed,10/05/2021 14:06,Trafalgar,VIC,3824,Afterpay,0,224.94,Flat rate,9.99,234.93,2,1,24.99
Quantum Reef Essential 500ml Bio-Kalium - Intensify Red and Pink Coral Colour,Chemicals > Marine Supplements,Quantum,15759,Completed,10/05/2021 14:06,Trafalgar,VIC,3824,Afterpay,0,224.94,Flat rate,9.99,234.93,1,1,24.99
Quantum Reef Essential 500ml Bio-Metals - Intensify Green Coral Colour,Chemicals > Marine Supplements,Quantum,15759,Completed,10/05/2021 14:06,Trafalgar,VIC,3824,Afterpay,0,224.94,Flat rate,9.99,234.93,3,1,24.99
Red Sea Coral Pro Salt 22kg Bucket,"Heavy & Bulky, Marine Salts",Red Sea,15776,Completed,10/05/2021 23:00,Merrylands,NSW,2160,humm,0,211.98,Flat rate,9.99,221.97,1,1,172
Aquarium Systems Algae Control For Your Tank 150l Marine,Chemicals > Marine Supplements,Aquarium Systems,15776,Completed,10/05/2021 23:00,Merrylands,NSW,2160,humm,0,211.98,Flat rate,9.99,221.97,2,1,39.98
SeaTorch Filter Bag Holders - LJ-200,,SeaTorch,15777,Completed,12/05/2021 20:10,Paynesville,VIC,3880,PayPal,0,89,Flat rate,9.99,98.99,1,1,89
API Stress Coat 473ml,Chemicals > Freshwater Supplements,API,16616,Completed,13/05/2021 11:17,Peakhurst,NSW,2210,CreditCard,0,21.99,Sendle Parcel Delivery,0,21.99,1,1,21.99
Quantum Reef Essential Mixed Macro Probiotic Salt 22kg Bucket,"Heavy & Bulky, Marine Salts",Quantum,15779,Completed,13/05/2021 17:54,Forestville,NSW,2087,PayPal,0,120,Flat rate,9.99,129.99,1,1,120
API Algaefix 118ml,Chemicals > Freshwater Supplements,API,16642,Completed,14/05/2021 5:51,Caulfield South,VIC,3162,CreditCard,0,13.99,Sendle Parcel Delivery,0,13.99,1,1,13.99
AF Marine Mix S 120g,Fish Food > Marine,Aquaforest,15780,Completed,14/05/2021 9:58,Riverstone,NSW,2765,"Zip now, pay later",0,28.99,Flat rate,9.99,38.98,1,1,28.99
API Aquarium Salt 936g,Chemicals > Freshwater Supplements,API,16718,Completed,14/05/2021 12:10,Kensington,NSW,2033,CreditCard,0,29.98,Sendle Parcel Delivery,0,29.98,1,1,9.99
API Pimafix 237ml,Medication,API,16718,Completed,14/05/2021 12:10,Kensington,NSW,2033,CreditCard,0,29.98,Sendle Parcel Delivery,0,29.98,2,1,19.99
SeaTorch RF-15 Media Reactor,Reactors > Media Reactors,SeaTorch,15781,Completed,14/05/2021 12:26,Harrington waters,NSW,2427,PayPal,0,252,Flat rate,9.99,261.99,1,1,229
Salifert Carbonate Hardness/Alkalinity KH/Alk Profi Test Kit,Test Kits,Salifert,15781,Completed,14/05/2021 12:26,Harrington waters,NSW,2427,PayPal,0,252,Flat rate,9.99,261.99,2,1,23
API Leaf Zone 473ml Plant Fertiliser,Chemicals > Freshwater Supplements,API,16626,Completed,15/05/2021 9:16,Banksia Grove,WA,6031,CreditCard,0,18.99,Sendle Parcel Delivery,0,18.99,1,1,18.99
API Melafix 473ml,Medication,API,16185,Completed,15/05/2021 18:30,Lakemba,NSW,2195,CreditCard,0,27.99,Sendle Parcel Delivery,0,27.99,1,1,27.99
API Tap Water Conditioner 473ml,Fish Food > Freshwater,API,16622,Completed,16/05/2021 4:38,Edgeworth,NSW,2285,CreditCard,0,18.99,Sendle Parcel Delivery,0,18.99,1,1,18.99
Pokpo Genesis Overflow Dual Kit,Plumbing > DIN/Metric Plumbing,Pokpo,15787,Completed,16/05/2021 16:48,MORAYFIELD,QLD,4506,Afterpay,0,99.99,Flat rate,9.99,109.98,1,1,99.99
API Aquarium Salt 936g,Chemicals > Freshwater Supplements,API,16716,Completed,17/05/2021 2:37,Newcastle,NSW,2300,CreditCard,0,64.97,Sendle Parcel Delivery,0,64.97,1,1,9.99
API Melafix 473ml,Medication,API,16716,Completed,17/05/2021 2:37,Newcastle,NSW,2300,CreditCard,0,64.97,Sendle Parcel Delivery,0,64.97,2,1,27.99
API Pimafix 473ml,Medication,API,16716,Completed,17/05/2021 2:37,Newcastle,NSW,2300,CreditCard,0,64.97,Sendle Parcel Delivery,0,64.97,3,1,26.99
CO2 REMOVING MEDIA,Filters > Replacement Media/Cartridge,,15871,Completed,18/05/2021 8:10,Cranbourne,VIC,3977,PayPal,0,284.97,Flat rate,9.99,294.96,2,3,39.99
MiniReef 120 Marine Set - White,,Aqua One,15889,Completed,20/05/2021 13:03,Dapto,NSW,2530,humm,0,699,Local Pick-Up Only,0,699,1,1,699
Grey DIN Gate Valve - 40mm,,Sanking Plumbing,15892,Completed,20/05/2021 13:28,Nikenbah,QLD,4655,humm,0,318,Flat rate,9.99,327.99,4,1,140
SICCE Voyager Syncra SILENT 1.5,Return Pumps,Sicce,15892,Completed,20/05/2021 13:28,Nikenbah,QLD,4655,humm,0,318,Flat rate,9.99,327.99,2,1,77
SeaTorch Filter Bag Holders - LJ-100,,SeaTorch,15892,Completed,20/05/2021 13:28,Nikenbah,QLD,4655,humm,0,318,Flat rate,9.99,327.99,1,1,69
"Black DIN Outlet Nozzle - 25mm, Tornado",,Sanking Plumbing,15901,Completed,22/05/2021 18:47,Gowrie,ACT,2904,PayPal,0,62.5,Flat rate,9.99,72.49,1,1,25
Grey DIN 45 Degree Elbow - 25mm,,Sanking Plumbing,15901,Completed,22/05/2021 18:47,Gowrie,ACT,2904,PayPal,0,62.5,Flat rate,9.99,72.49,3,1,4
Grey DIN 90 Degree Elbow - 25mm,,Sanking Plumbing,15901,Completed,22/05/2021 18:47,Gowrie,ACT,2904,PayPal,0,62.5,Flat rate,9.99,72.49,5,2,6
Grey DIN Cap - 40mm,,Sanking Plumbing,15901,Completed,22/05/2021 18:47,Gowrie,ACT,2904,PayPal,0,62.5,Flat rate,9.99,72.49,4,1,4.5
Grey DIN 90 Degree Crescent Moon Elbow - 25mm,,Sanking Plumbing,15901,Completed,22/05/2021 18:47,Gowrie,ACT,2904,PayPal,0,62.5,Flat rate,9.99,72.49,2,1,17
Blulab pH4 Calibration Solution 20ml,Monitoring,KHG,15909,Completed,24/05/2021 22:05,Kellyville,NSW,2155,PayPal,0,19.97,Flat rate,9.99,29.96,1,1,9.99
Blulab pH7 Calibration Solution 20ml,Monitoring,KHG,15909,Completed,24/05/2021 22:05,Kellyville,NSW,2155,PayPal,0,19.97,Flat rate,9.99,29.96,2,1,9.98
SeaTorch Filter Bag Holders - LJ-100,,SeaTorch,15910,Completed,25/05/2021 8:09,Moorland,NSW,2443,Afterpay,0,104.96,Flat rate,9.99,114.95,1,1,69
Seatorch Honey Comb Filter Sock,"Filter Media > Filter Socks, Accessories > Filter Socks",SeaTorch,15910,Completed,25/05/2021 8:09,Moorland,NSW,2443,Afterpay,0,104.96,Flat rate,9.99,114.95,2,2,17.98
Blue Planet Fluke &amp; Tapeworm 25 Tablets,Medication,Blue Planet,16671,Completed,25/05/2021 11:34,St Leonards,NSW,2065,CreditCard,0,24.98,Sendle Parcel Delivery,0,24.98,1,1,24.98
Quantum 1000ml Reef Essential Bio-Enhance,Chemicals > Marine Supplements,Quantum,15911,Completed,25/05/2021 12:59,West Wodonga,VIC,3690,"Zip now, pay later",0,39.99,Flat rate,9.99,49.98,1,1,39.99
Grey DIN UPVC Pipe Per Metre - 32mm,,Sanking Plumbing,15913,Completed,26/05/2021 9:26,TAREE,NSW,2430,PayPal,0,45.2,Flat rate,9.99,55.19,2,1,9.2
Grey DIN UPVC Coupling - 32mm,,,15913,Completed,26/05/2021 9:26,TAREE,NSW,2430,PayPal,0,45.2,Flat rate,9.99,55.19,1,2,8
Grey DIN UPVC Coupling - 32mm,,,15913,Completed,26/05/2021 9:26,TAREE,NSW,2430,PayPal,0,45.2,Flat rate,9.99,55.19,1,2,8
Blue Planet Fluke &amp; Tapeworm 25 Tablets,Medication,Blue Planet,16726,Completed,27/05/2021 5:13,Goodwood,SA,5034,CreditCard,0,24.98,Sendle Parcel Delivery,0,24.98,1,1,24.98
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,15974,Completed,28/05/2021 0:21,Landsdale,WA,6065,PayPal,0,99,Flat rate,9.99,108.99,1,1,99
Blue Planet Fluke &amp; Tapeworm 25 Tablets,Medication,Blue Planet,16766,Completed,28/05/2021 1:57,Banks,ACT,2906,CreditCard,0,24.98,Sendle Parcel Delivery,0,24.98,1,1,24.98
SeaTorch Filter Bag Holders - LJ-200,,SeaTorch,15975,Completed,28/05/2021 9:43,Wamberal,NSW,2260,PayPal,0,100,Flat rate,9.99,109.99,1,1,100
Quantum Reef Essential Mixed Macro Probiotic Salt 22kg Bucket,"Heavy & Bulky, Marine Salts",Quantum,16699,Completed,28/05/2021 15:59,Lysterfield,VIC,3156,CreditCard,0,120,Sendle Parcel Delivery,0,120,1,1,120
Grey DIN UPVC Pipe Per Metre - 20mm,,Sanking Plumbing,15976,Completed,29/05/2021 13:03,SOUTH BRISBANE,NSW,4101,Afterpay,0,196.25,Flat rate,9.99,206.24,7,3,5.75
Grey DIN 45 Degree Elbow - 20mm,,Sanking Plumbing,15976,Completed,29/05/2021 13:03,SOUTH BRISBANE,NSW,4101,Afterpay,0,196.25,Flat rate,9.99,206.24,8,1,2
Grey DIN 90 Degree Elbow - 20mm,,Sanking Plumbing,15976,Completed,29/05/2021 13:03,SOUTH BRISBANE,NSW,4101,Afterpay,0,196.25,Flat rate,9.99,206.24,3,4,3
Grey DIN Ball Valve - 20mm,,Sanking Plumbing,15976,Completed,29/05/2021 13:03,SOUTH BRISBANE,NSW,4101,Afterpay,0,196.25,Flat rate,9.99,206.24,2,1,15
Grey DIN Pipe Clip - 20mm(DN15),,Sanking Plumbing,15976,Completed,29/05/2021 13:03,SOUTH BRISBANE,NSW,4101,Afterpay,0,196.25,Flat rate,9.99,206.24,6,4,1.5
SICCE Voyager Syncra SILENT 2.0,Return Pumps,Sicce,15976,Completed,29/05/2021 13:03,SOUTH BRISBANE,NSW,4101,Afterpay,0,196.25,Flat rate,9.99,206.24,1,1,105
Grey DIN UPVC Coupling - 20mm,,Sanking Plumbing,15976,Completed,29/05/2021 13:03,SOUTH BRISBANE,NSW,4101,Afterpay,0,196.25,Flat rate,9.99,206.24,5,2,3
Blue Planet Paracide 25 Tablets,Medication,Blue Planet,17097,Completed,30/05/2021 2:09,Campsie,NSW,2194,CreditCard,0,19.99,Sendle Parcel Delivery,0,19.99,1,1,19.99
Reef Essentials Phosphate Remover 500ml,Chemicals > Marine Supplements,Quantum,16677,Completed,30/05/2021 6:18,Newport,NSW,2106,CreditCard,0,24.99,Sendle Parcel Delivery,0,24.99,1,1,24.99
Quantum Reef Essentials Bio-Active Carbon 1kg - 2 litre,Filter Media > Carbon,Quantum,16628,Completed,30/05/2021 7:03,Ruse,NSW,2560,CreditCard,0,49.99,Sendle Parcel Delivery,0,49.99,1,1,49.99
Eheim Jager Heater 300W,Heaters,Eheim,16750,Completed,30/05/2021 8:29,Malua Bay,NSW,2536,CreditCard,0,79.98,Sendle Parcel Delivery,0,79.98,1,1,79.98
SICCE Voyager Syncra SILENT 1.0,Return Pumps,Sicce,15978,Completed,31/05/2021 10:05,North Lakes,QLD,4509,"Zip now, pay later",0,68,Flat rate,9.99,77.99,1,1,68
Blue Planet Paracide 25 Tablets,Medication,Blue Planet,16993,Completed,31/05/2021 12:06,Crystal Brook,SA,5523,CreditCard,0,19.99,Sendle Parcel Delivery,0,19.99,1,1,19.99
Blue Planet Paracide 25 Tablets,Medication,Blue Planet,16994,Completed,31/05/2021 12:11,Crystal Brook,SA,5523,CreditCard,0,19.99,Sendle Parcel Delivery,0,19.99,1,1,19.99
Silicone Hose (Premium Medical Grade) Per/M,"Plumbing > DIN/Metric Plumbing, Plumbing",Sanking Plumbing,15979,Completed,31/05/2021 13:36,Hamlyn Terrace,NSW,2259,PayPal,0,58,Flat rate,9.99,67.99,3,2,15
Silicone Hose (Premium Medical Grade) Per/M,,Sanking Plumbing,15979,Completed,31/05/2021 13:36,Hamlyn Terrace,NSW,2259,PayPal,0,58,Flat rate,9.99,67.99,3,2,15
Silicone Hose (Premium Medical Grade) Per/M,,Sanking Plumbing,15979,Completed,31/05/2021 13:36,Hamlyn Terrace,NSW,2259,PayPal,0,58,Flat rate,9.99,67.99,3,2,15
Silicone Hose (Premium Medical Grade) Per/M,,Sanking Plumbing,15979,Completed,31/05/2021 13:36,Hamlyn Terrace,NSW,2259,PayPal,0,58,Flat rate,9.99,67.99,3,2,15
Silicone Hose (Premium Medical Grade) Per/M,,Sanking Plumbing,15979,Completed,31/05/2021 13:36,Hamlyn Terrace,NSW,2259,PayPal,0,58,Flat rate,9.99,67.99,3,2,15
Silicone Hose (Premium Medical Grade) Per/M,,Sanking Plumbing,15979,Completed,31/05/2021 13:36,Hamlyn Terrace,NSW,2259,PayPal,0,58,Flat rate,9.99,67.99,3,2,15
Grey DIN UPVC Coupling - 32mm,,,15979,Completed,31/05/2021 13:36,Hamlyn Terrace,NSW,2259,PayPal,0,58,Flat rate,9.99,67.99,2,1,8
Grey DIN UPVC Coupling - 32mm,,,15979,Completed,31/05/2021 13:36,Hamlyn Terrace,NSW,2259,PayPal,0,58,Flat rate,9.99,67.99,2,1,8
Quantum Reef Essential 1000ml Aragonite C - Magnesium Sulphate and Trace,Chemicals > Marine Supplements,Quantum,15984,Completed,31/05/2021 14:44,West Wodonga,VIC,3690,"Zip now, pay later",0,39.99,Flat rate,9.99,49.98,1,1,39.99
Red Sea Aquarium Net Cover 120cm x 80cm,"Accessories > Mesh Covers, Net Cover",Red Sea,15985,Completed,31/05/2021 19:25,Bacchus Marsh,VIC,3340,Afterpay,0,129,Flat rate,9.99,138.99,1,1,129
Klir 50 Micron Fleece Roll for Di-4,Rollermat,Klir,15986,Completed,31/05/2021 22:23,Mansfield,QLD,4122,humm,0,76,Flat rate,9.99,85.99,1,2,38
Johnlen Micom Liquid Feeder Master,Dosers,Johnlen,15987,Completed,1/06/2021 11:03,Harrington waters,NSW,2427,PayPal,0,231.96,Flat rate,9.99,241.95,1,1,118.98
Johnlen Micom Liquid Feeder Slave,Dosers,Johnlen,15987,Completed,1/06/2021 11:03,Harrington waters,NSW,2427,PayPal,0,231.96,Flat rate,9.99,241.95,2,1,112.98
"Quantum Reef Essential 500ml Aragonite B - Carbonate, Hydrogen Carbonate, Buffer",Chemicals > Marine Supplements,Quantum,16074,Completed,1/06/2021 11:48,High Wycombe,WA,6057,CreditCard,0,24.99,Sendle Parcel Delivery,0,24.99,1,1,24.99
Aqua One Aquis 750 Series II Canister Filter 650L/Hr,"Filters > Canister Filters, Heavy & Bulky",Aqua One,15988,Completed,1/06/2021 12:22,Boonah,QLD,4310,Afterpay,0,154,Flat rate,9.99,163.99,1,1,154
Eheim Jager Heater 100W,Heaters,Eheim,16052,Completed,2/06/2021 13:33,Templestowe Lower,VIC,3107,CreditCard,0,63.98,Sendle Parcel Delivery,0,63.98,1,1,63.98
Quantum Reef Essential 500ml Aragonite C - Magnesium Sulphate and Trace,Chemicals > Marine Supplements,Quantum,16058,Completed,2/06/2021 14:01,Ferntree Gully,VIC,3156,CreditCard,0,24.99,Sendle Parcel Delivery,0,24.99,1,1,24.99
Eheim Jager Heater 200W,Heaters,Eheim,16112,Completed,2/06/2021 20:45,Triabunna,TAS,7190,CreditCard,0,76.98,Sendle Parcel Delivery,0,76.98,1,1,76.98
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,15991,Completed,2/06/2021 21:25,Calala,NSW,2340,PayPal,0,149.97,Flat rate,9.99,159.96,1,1,99.98
Seatorch Honey Comb Filter Sock,"Filter Media > Filter Socks, Accessories > Filter Socks",SeaTorch,15992,Completed,3/06/2021 7:35,Hamlyn terrace,NSW,2259,PayPal,0,89.9,Flat rate,9.99,99.89,1,5,17.98
Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,15995,Completed,3/06/2021 11:15,Hillcrest,SA,5086,Afterpay,0,154.97,Flat rate,9.99,164.96,1,1,99.98
New Life Spectrum Thera+A Large Sinking 3.0-3.5mm 600g,"Fish Food > Freshwater, Fish Food > Marine",New Life Spectrum,15995,Completed,3/06/2021 11:15,Hillcrest,SA,5086,Afterpay,0,154.97,Flat rate,9.99,164.96,2,1,54.99
Concentrated Reagent for kH Lab - 1 Litre (Makes 5Litres),Chemicals > Marine Supplements,,16003,Completed,3/06/2021 21:32,Duncraig,WA,6023,Afterpay,0,119.98,Flat rate,9.99,129.97,1,2,59.99
Klir 50 Micron Fleece Roll for Di-4,Rollermat,Klir,16004,Completed,4/06/2021 9:00,Waterford,QLD,4133,PayPal,0,114,Flat rate,9.99,123.99,1,3,38
Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,16088,Completed,5/06/2021 13:51,Cockburn Central,WA,6164,CreditCard,0,99.98,Sendle Parcel Delivery,0,99.98,1,1,99.98
Quantum Reef Essential 1000ml Aragonite C - Magnesium Sulphate and Trace,Chemicals > Marine Supplements,Quantum,16006,Completed,5/06/2021 20:29,BELROSE,NSW,2085,PayPal,0,288.96,Flat rate,9.99,298.95,2,1,39.99
Reef Essentials Phosphate Remover 1 litre,Chemicals > Marine Supplements,Quantum,16006,Completed,5/06/2021 20:29,BELROSE,NSW,2085,PayPal,0,288.96,Flat rate,9.99,298.95,4,1,39.99
Quantum 1000ml Reef Essential Bio-Enhance,Chemicals > Marine Supplements,Quantum,16006,Completed,5/06/2021 20:29,BELROSE,NSW,2085,PayPal,0,288.96,Flat rate,9.99,298.95,5,1,39.99
SICCE Voyager Syncra SILENT 2.5,Return Pumps,Sicce,16006,Completed,5/06/2021 20:29,BELROSE,NSW,2085,PayPal,0,288.96,Flat rate,9.99,298.95,3,1,119
